region,hero,map_name,map_type,win_rate,pick_rate
US,torbjorn,King's Row,,35.2,5.5
US,torbjorn,Dorado,,33.7,4.3
US,torbjorn,Paraíso,,31.0,4.3
US,torbjorn,Havana,,30.6,3.9
EU,torbjorn,Paraíso,,75.6,3.7
EU,torbjorn,New Queen Street,,60.1,3.0
EU,torbjorn,Samoa,,59.4,5.0
EU,torbjorn,Blizzard World,,54.7,3.1
EU,torbjorn,Dorado,,53.8,3.9
EU,torbjorn,Suravasa,,53.5,4.4
EU,torbjorn,Circuit Royal,,53.2,3.0
EU,torbjorn,Lijiang Tower,,53.0,3.8
EU,torbjorn,Nepal,,51.7,3.0
EU,torbjorn,King's Row,,51.4,4.0
EU,torbjorn,Busan,,50.9,3.9
EU,torbjorn,Midtown,,50.3,5.8
EU,torbjorn,New Junk City,,48.7,3.5
EU,torbjorn,Rialto,,48.2,5.1
EU,torbjorn,Oasis,,47.9,3.9
EU,torbjorn,Junkertown,,47.9,4.2
EU,torbjorn,Esperança,,47.7,3.9
EU,torbjorn,Colosseo,,46.4,4.0
EU,torbjorn,Watchpoint: Gibraltar,,45.5,5.0
EU,torbjorn,Ilios,,45.2,2.5
EU,torbjorn,Runasapi,,44.3,3.3
EU,torbjorn,Route 66,,43.6,4.3
EU,torbjorn,Aatlis,,43.5,3.2
EU,torbjorn,Numbani,,43.1,2.9
EU,torbjorn,Hollywood,,38.7,4.3
EU,torbjorn,Havana,,35.3,3.4
EU,torbjorn,Shambali Monastery,,32.4,4.5
EU,torbjorn,Eichenwalde,,31.4,5.0
ASIA,lifeweaver,Paraíso,,66.6,2.9
ASIA,lifeweaver,Aatlis,,63.5,1.9
ASIA,lifeweaver,Busan,,59.6,2.8
ASIA,lifeweaver,Lijiang Tower,,58.4,2.0
ASIA,lifeweaver,Runasapi,,58.1,1.9
ASIA,lifeweaver,Samoa,,55.4,2.1
ASIA,lifeweaver,Watchpoint: Gibraltar,,54.7,3.0
ASIA,lifeweaver,Midtown,,54.2,3.2
ASIA,lifeweaver,New Queen Street,,48.5,1.7
ASIA,lifeweaver,Rialto,,48.0,2.9
ASIA,lifeweaver,Esperança,,45.5,2.6
ASIA,lifeweaver,Ilios,,43.4,1.5
ASIA,lifeweaver,Havana,,43.1,2.2
ASIA,lifeweaver,Numbani,,42.9,2.2
ASIA,lifeweaver,Eichenwalde,,42.3,2.1
ASIA,lifeweaver,Dorado,,42.3,2.7
ASIA,lifeweaver,Suravasa,,42.0,2.8
ASIA,lifeweaver,Circuit Royal,,40.0,2.5
ASIA,lifeweaver,Oasis,,38.2,2.2
ASIA,lifeweaver,Junkertown,,37.0,1.3
ASIA,lifeweaver,Nepal,,35.7,2.0
ASIA,lifeweaver,Blizzard World,,35.7,3.6
ASIA,lifeweaver,Hollywood,,34.3,2.8
ASIA,lifeweaver,Colosseo,,33.9,1.8
ASIA,lifeweaver,Shambali Monastery,,31.3,2.1
ASIA,lifeweaver,King's Row,,28.1,2.3
ASIA,lifeweaver,New Junk City,,27.5,2.1
ASIA,lifeweaver,Route 66,,22.8,2.4
US,lifeweaver,Aatlis,,62.1,1.4
US,lifeweaver,Esperança,,60.3,1.9
US,lifeweaver,Watchpoint: Gibraltar,,59.3,3.2
US,lifeweaver,Oasis,,58.6,1.4
US,lifeweaver,New Queen Street,,57.7,2.8
US,lifeweaver,Suravasa,,57.4,1.5
US,lifeweaver,Blizzard World,,56.1,3.8
US,lifeweaver,Numbani,,54.9,2.7
US,lifeweaver,Samoa,,53.4,1.1
US,lifeweaver,Runasapi,,51.6,1.9
US,lifeweaver,New Junk City,,50.8,1.4
US,lifeweaver,Junkertown,,48.5,4.5
US,lifeweaver,Hollywood,,48.5,3.1
US,lifeweaver,Circuit Royal,,48.4,4.4
US,lifeweaver,Paraíso,,48.1,3.0
US,lifeweaver,Nepal,,46.0,1.1
US,lifeweaver,Dorado,,44.1,3.6
US,lifeweaver,Busan,,43.1,0.8
US,lifeweaver,Lijiang Tower,,42.8,2.0
US,lifeweaver,Shambali Monastery,,40.6,3.3
US,lifeweaver,Rialto,,39.4,3.0
US,lifeweaver,Midtown,,38.2,3.2
US,lifeweaver,Eichenwalde,,34.7,2.2
US,lifeweaver,King's Row,,34.5,2.3
US,lifeweaver,Ilios,,34.2,0.9
US,lifeweaver,Havana,,34.0,4.4
US,lifeweaver,Colosseo,,32.8,2.4
US,lifeweaver,Route 66,,28.7,2.6
EU,lifeweaver,Samoa,,64.5,2.2
EU,lifeweaver,Hollywood,,61.6,4.1
EU,lifeweaver,Route 66,,55.1,3.3
EU,lifeweaver,Busan,,54.5,2.2
EU,lifeweaver,Paraíso,,54.1,4.8
EU,lifeweaver,Dorado,,51.9,3.7
EU,lifeweaver,New Junk City,,51.4,2.4
EU,lifeweaver,Havana,,51.3,3.5
EU,lifeweaver,Colosseo,,50.4,3.0
EU,lifeweaver,Midtown,,50.3,3.8
EU,lifeweaver,Nepal,,49.4,3.6
EU,lifeweaver,Runasapi,,48.3,3.6
EU,lifeweaver,Numbani,,47.7,4.5
EU,lifeweaver,Suravasa,,47.1,2.5
EU,lifeweaver,Lijiang Tower,,47.0,2.8
EU,lifeweaver,Ilios,,46.9,3.4
EU,lifeweaver,Esperança,,46.6,3.1
EU,lifeweaver,New Queen Street,,45.6,3.1
EU,lifeweaver,King's Row,,45.4,3.1
EU,lifeweaver,Oasis,,44.4,3.0
EU,lifeweaver,Watchpoint: Gibraltar,,42.9,4.0
EU,lifeweaver,Junkertown,,42.1,4.1
EU,lifeweaver,Rialto,,42.0,3.9
EU,lifeweaver,Circuit Royal,,38.9,3.6
EU,lifeweaver,Shambali Monastery,,38.8,3.8
EU,lifeweaver,Aatlis,,38.5,2.4
EU,lifeweaver,Eichenwalde,,37.8,3.4
EU,lifeweaver,Blizzard World,,36.9,3.3
ASIA,venture,Watchpoint: Gibraltar,,65.2,4.7
ASIA,venture,Hollywood,,61.5,3.0
ASIA,venture,Paraíso,,60.0,2.2
ASIA,venture,Runasapi,,58.7,3.0
ASIA,venture,New Queen Street,,57.9,2.2
ASIA,venture,Nepal,,57.0,2.4
ASIA,venture,Blizzard World,,56.5,3.8
ASIA,venture,Ilios,,56.3,2.6
ASIA,venture,Circuit Royal,,51.5,2.4
ASIA,venture,Eichenwalde,,51.1,4.2
ASIA,venture,Shambali Monastery,,50.8,3.6
ASIA,venture,Rialto,,49.2,2.9
ASIA,venture,King's Row,,48.9,3.5
ASIA,venture,Junkertown,,48.3,2.2
ASIA,venture,Esperança,,47.9,2.8
ASIA,venture,Aatlis,,46.8,5.7
ASIA,venture,Colosseo,,44.9,3.7
ASIA,venture,Oasis,,44.7,3.6
ASIA,venture,Numbani,,44.3,2.9
ASIA,venture,Lijiang Tower,,42.2,2.9
ASIA,venture,Busan,,42.2,2.4
ASIA,venture,Dorado,,41.7,4.1
ASIA,venture,New Junk City,,40.5,4.8
ASIA,venture,Midtown,,36.3,1.9
ASIA,venture,Suravasa,,34.4,3.0
ASIA,venture,Samoa,,32.0,4.4
ASIA,venture,Route 66,,31.9,2.6
ASIA,venture,Havana,,14.1,1.3
US,venture,Paraíso,,92.1,1.5
US,venture,Midtown,,62.5,3.9
US,venture,New Junk City,,61.5,5.3
US,venture,New Queen Street,,60.0,2.8
US,venture,Runasapi,,59.0,2.5
US,venture,Route 66,,58.5,2.7
US,venture,Rialto,,58.3,2.6
US,venture,Shambali Monastery,,58.2,3.3
US,venture,Samoa,,56.2,2.9
US,venture,King's Row,,56.2,3.3
US,venture,Nepal,,54.0,2.8
US,venture,Eichenwalde,,51.0,3.6
US,venture,Hollywood,,51.0,3.5
US,venture,Lijiang Tower,,50.8,2.7
US,venture,Blizzard World,,50.5,1.8
US,venture,Junkertown,,50.1,0.8
US,venture,Aatlis,,48.9,4.6
US,venture,Oasis,,48.4,2.6
US,venture,Dorado,,48.3,2.9
US,venture,Ilios,,47.9,2.6
US,venture,Circuit Royal,,45.6,2.6
US,venture,Suravasa,,44.0,3.2
US,venture,Colosseo,,42.9,1.9
US,venture,Esperança,,37.9,2.1
US,venture,Busan,,35.6,3.1
US,venture,Watchpoint: Gibraltar,,30.7,3.6
US,venture,Numbani,,27.2,2.2
US,venture,Havana,,18.6,1.4
EU,venture,Havana,,69.8,2.7
EU,venture,Runasapi,,63.4,4.2
EU,venture,New Junk City,,60.8,6.8
EU,venture,Colosseo,,57.2,3.0
EU,venture,Rialto,,57.1,3.7
EU,venture,Blizzard World,,55.3,3.0
EU,venture,Watchpoint: Gibraltar,,54.8,3.2
EU,venture,Suravasa,,54.6,4.2
EU,venture,King's Row,,54.1,4.1
EU,venture,Ilios,,53.1,4.0
EU,venture,Shambali Monastery,,53.0,4.9
EU,venture,Route 66,,52.9,3.2
EU,venture,Circuit Royal,,52.8,3.2
EU,venture,Aatlis,,52.4,7.5
EU,venture,Lijiang Tower,,52.4,4.4
EU,venture,Midtown,,51.6,4.7
EU,venture,Nepal,,50.9,4.5
EU,venture,Esperança,,50.1,3.3
EU,venture,Hollywood,,50.1,3.7
EU,venture,Samoa,,50.1,4.1
EU,venture,Numbani,,49.8,3.5
EU,venture,Oasis,,48.1,4.4
EU,venture,Junkertown,,47.4,4.0
EU,venture,Eichenwalde,,45.0,4.6
EU,venture,Busan,,44.7,2.3
EU,venture,New Queen Street,,43.7,3.2
EU,venture,Paraíso,,39.5,3.7
EU,venture,Dorado,,32.2,3.0
ASIA,mauga,Havana,,63.6,2.2
ASIA,mauga,Midtown,,62.3,2.0
ASIA,mauga,Shambali Monastery,,60.4,1.3
ASIA,mauga,Nepal,,55.4,2.5
ASIA,mauga,Route 66,,53.6,1.4
ASIA,mauga,Runasapi,,53.0,3.2
ASIA,mauga,New Junk City,,49.7,4.6
ASIA,mauga,Busan,,48.9,3.0
ASIA,mauga,Colosseo,,47.5,2.9
ASIA,mauga,Blizzard World,,47.3,2.2
ASIA,mauga,Watchpoint: Gibraltar,,45.3,1.6
ASIA,mauga,Samoa,,44.3,2.8
ASIA,mauga,Lijiang Tower,,44.1,2.1
ASIA,mauga,Oasis,,42.1,2.4
ASIA,mauga,Suravasa,,42.0,2.5
ASIA,mauga,New Queen Street,,41.4,3.8
ASIA,mauga,Aatlis,,40.9,2.8
ASIA,mauga,Esperança,,39.7,2.2
ASIA,mauga,Ilios,,38.1,1.9
ASIA,mauga,King's Row,,36.4,1.6
ASIA,mauga,Paraíso,,35.1,1.1
ASIA,mauga,Circuit Royal,,32.7,0.7
ASIA,mauga,Numbani,,31.5,2.0
ASIA,mauga,Hollywood,,29.4,1.7
ASIA,mauga,Rialto,,27.2,1.1
ASIA,mauga,Dorado,,25.0,1.5
ASIA,mauga,Junkertown,,21.4,2.6
ASIA,mauga,Eichenwalde,,21.2,2.4
US,mauga,Paraíso,,68.7,3.5
US,mauga,Busan,,67.9,5.1
US,mauga,Esperança,,63.6,7.0
US,mauga,Aatlis,,57.7,7.5
US,mauga,Numbani,,57.3,3.0
US,mauga,Circuit Royal,,56.6,3.6
US,mauga,Route 66,,55.3,4.8
US,mauga,Nepal,,55.1,6.8
US,mauga,Havana,,54.1,4.0
US,mauga,New Queen Street,,52.9,8.2
US,mauga,Watchpoint: Gibraltar,,52.1,4.5
US,mauga,King's Row,,51.5,5.0
US,mauga,Ilios,,51.3,5.8
US,mauga,Blizzard World,,50.4,4.9
US,mauga,Lijiang Tower,,49.8,8.0
US,mauga,New Junk City,,49.6,6.5
US,mauga,Oasis,,49.5,5.5
US,mauga,Runasapi,,49.4,8.9
US,mauga,Suravasa,,47.8,8.1
US,mauga,Samoa,,47.4,9.3
US,mauga,Shambali Monastery,,46.1,4.9
US,mauga,Dorado,,45.8,5.0
US,mauga,Hollywood,,45.2,4.9
US,mauga,Colosseo,,44.9,7.3
US,mauga,Rialto,,44.3,6.4
US,mauga,Eichenwalde,,43.9,7.1
US,mauga,Midtown,,42.1,5.3
US,mauga,Junkertown,,35.2,6.6
EU,mauga,Dorado,,69.4,3.6
EU,mauga,Route 66,,59.9,3.9
EU,mauga,New Queen Street,,58.2,6.7
EU,mauga,Junkertown,,58.2,4.1
EU,mauga,Colosseo,,57.8,6.2
EU,mauga,Watchpoint: Gibraltar,,56.7,3.2
EU,mauga,Nepal,,56.2,4.8
EU,mauga,Oasis,,54.5,7.6
EU,mauga,Busan,,53.5,6.4
EU,mauga,New Junk City,,52.2,9.1
EU,mauga,Havana,,51.5,2.9
EU,mauga,Midtown,,51.1,3.1
EU,mauga,Eichenwalde,,50.3,4.9
EU,mauga,Aatlis,,50.3,6.9
EU,mauga,Hollywood,,50.1,5.1
EU,mauga,Shambali Monastery,,49.0,4.1
EU,mauga,Lijiang Tower,,48.6,5.9
EU,mauga,Blizzard World,,46.8,4.9
EU,mauga,Samoa,,46.7,5.2
EU,mauga,Suravasa,,46.4,6.6
EU,mauga,Runasapi,,46.0,7.5
EU,mauga,King's Row,,45.6,4.5
EU,mauga,Circuit Royal,,43.2,2.9
EU,mauga,Rialto,,42.5,3.8
EU,mauga,Paraíso,,41.7,3.6
EU,mauga,Ilios,,41.2,4.3
EU,mauga,Esperança,,39.2,6.9
EU,mauga,Numbani,,31.7,3.8
ASIA,sombra,Runasapi,,66.5,4.3
ASIA,sombra,Eichenwalde,,65.5,3.1
ASIA,sombra,Route 66,,61.9,3.8
ASIA,sombra,Rialto,,55.7,3.8
ASIA,sombra,Shambali Monastery,,55.5,3.3
ASIA,sombra,Oasis,,53.8,3.2
ASIA,sombra,Lijiang Tower,,53.5,3.4
ASIA,sombra,Esperança,,53.3,5.7
ASIA,sombra,Samoa,,53.1,3.3
ASIA,sombra,Midtown,,52.3,2.9
ASIA,sombra,Nepal,,49.9,3.1
ASIA,sombra,Hollywood,,49.1,3.9
ASIA,sombra,New Junk City,,48.6,2.1
ASIA,sombra,Colosseo,,47.5,4.4
ASIA,sombra,New Queen Street,,46.9,5.2
ASIA,sombra,Suravasa,,44.0,3.1
ASIA,sombra,Busan,,43.5,4.4
ASIA,sombra,Havana,,41.7,3.8
ASIA,sombra,Dorado,,40.8,4.6
ASIA,sombra,Junkertown,,40.0,4.7
ASIA,sombra,King's Row,,35.0,2.6
ASIA,sombra,Aatlis,,32.1,2.2
ASIA,sombra,Ilios,,32.1,5.0
ASIA,sombra,Blizzard World,,31.7,5.7
ASIA,sombra,Watchpoint: Gibraltar,,31.4,2.4
ASIA,sombra,Circuit Royal,,26.7,2.0
ASIA,sombra,Numbani,,18.6,4.4
ASIA,sombra,Paraíso,,11.7,8.3
US,sombra,Esperança,,65.0,3.6
US,sombra,Paraíso,,64.0,4.5
US,sombra,Dorado,,62.5,2.5
US,sombra,Circuit Royal,,57.6,1.8
US,sombra,Samoa,,57.1,2.5
US,sombra,Shambali Monastery,,54.9,1.6
US,sombra,Eichenwalde,,54.2,2.9
US,sombra,New Queen Street,,54.0,3.7
US,sombra,Route 66,,52.0,3.9
US,sombra,New Junk City,,50.4,2.5
US,sombra,King's Row,,49.7,2.1
US,sombra,Busan,,49.1,3.8
US,sombra,Nepal,,47.3,2.6
US,sombra,Lijiang Tower,,47.1,2.2
US,sombra,Oasis,,46.7,2.8
US,sombra,Hollywood,,46.4,1.8
US,sombra,Runasapi,,46.1,3.3
US,sombra,Suravasa,,44.3,3.2
US,sombra,Ilios,,43.1,4.1
US,sombra,Rialto,,42.5,1.8
US,sombra,Aatlis,,41.5,2.5
US,sombra,Blizzard World,,41.1,2.8
US,sombra,Watchpoint: Gibraltar,,35.4,1.8
US,sombra,Colosseo,,34.7,2.7
US,sombra,Junkertown,,33.7,2.3
US,sombra,Midtown,,32.6,2.4
US,sombra,Havana,,25.5,1.5
US,sombra,Numbani,,21.4,2.6
EU,sombra,Route 66,,60.5,1.4
EU,sombra,King's Row,,59.0,1.6
EU,sombra,Watchpoint: Gibraltar,,57.1,3.4
EU,sombra,Shambali Monastery,,56.4,2.3
EU,sombra,Samoa,,54.0,2.5
EU,sombra,Oasis,,53.3,2.5
EU,sombra,New Queen Street,,49.7,4.3
EU,sombra,Ilios,,49.6,2.7
EU,sombra,Colosseo,,49.0,3.3
EU,sombra,Busan,,48.8,3.7
EU,sombra,Aatlis,,48.2,2.1
EU,sombra,Junkertown,,48.1,2.8
EU,sombra,Havana,,46.8,2.4
EU,sombra,Blizzard World,,46.1,2.3
EU,sombra,Suravasa,,45.2,2.4
EU,sombra,Hollywood,,43.7,1.7
EU,sombra,Nepal,,43.5,2.2
EU,sombra,Esperança,,40.1,3.1
EU,sombra,Rialto,,38.9,2.5
EU,sombra,Lijiang Tower,,37.3,1.8
EU,sombra,Runasapi,,36.9,2.4
EU,sombra,New Junk City,,36.0,2.4
EU,sombra,Circuit Royal,,35.6,1.3
EU,sombra,Numbani,,35.4,2.7
EU,sombra,Eichenwalde,,31.8,2.0
EU,sombra,Dorado,,24.8,1.8
EU,sombra,Midtown,,23.8,1.2
EU,sombra,Paraíso,,6.6,3.4
ASIA,vendetta,Esperança,,64.9,4.5
ASIA,vendetta,Colosseo,,63.8,4.8
ASIA,vendetta,Eichenwalde,,62.1,4.8
ASIA,vendetta,Midtown,,61.8,4.7
ASIA,vendetta,Runasapi,,61.5,6.4
ASIA,vendetta,Aatlis,,61.0,7.4
ASIA,vendetta,Suravasa,,60.1,5.7
ASIA,vendetta,Ilios,,60.0,6.3
ASIA,vendetta,Watchpoint: Gibraltar,,58.0,2.2
ASIA,vendetta,New Queen Street,,57.2,4.3
ASIA,vendetta,Nepal,,57.1,4.6
ASIA,vendetta,Route 66,,55.5,4.4
ASIA,vendetta,Rialto,,54.0,4.2
ASIA,vendetta,Blizzard World,,52.8,2.2
ASIA,vendetta,New Junk City,,52.5,6.1
ASIA,vendetta,Numbani,,52.1,4.2
ASIA,vendetta,Junkertown,,51.2,4.3
ASIA,vendetta,King's Row,,51.0,4.4
ASIA,vendetta,Oasis,,49.6,5.8
ASIA,vendetta,Paraíso,,48.7,4.1
ASIA,vendetta,Lijiang Tower,,48.1,5.4
ASIA,vendetta,Dorado,,46.8,3.4
ASIA,vendetta,Hollywood,,44.7,5.0
ASIA,vendetta,Shambali Monastery,,42.6,3.4
ASIA,vendetta,Busan,,41.1,4.4
ASIA,vendetta,Circuit Royal,,40.3,4.0
ASIA,vendetta,Samoa,,35.7,4.2
ASIA,vendetta,Havana,,22.5,5.0
US,vendetta,Paraíso,,98.9,1.6
US,vendetta,Aatlis,,69.3,7.1
US,vendetta,Hollywood,,66.1,3.0
US,vendetta,Runasapi,,61.0,5.1
US,vendetta,Busan,,59.8,3.8
US,vendetta,Oasis,,58.6,4.9
US,vendetta,Circuit Royal,,56.9,3.4
US,vendetta,Junkertown,,56.7,3.8
US,vendetta,Suravasa,,56.2,4.8
US,vendetta,Nepal,,55.8,4.6
US,vendetta,Midtown,,55.7,3.3
US,vendetta,Route 66,,54.6,4.4
US,vendetta,New Queen Street,,53.8,3.5
US,vendetta,Ilios,,53.7,4.3
US,vendetta,Rialto,,53.3,2.5
US,vendetta,Eichenwalde,,52.5,3.5
US,vendetta,Blizzard World,,52.4,4.7
US,vendetta,Havana,,51.2,3.1
US,vendetta,King's Row,,49.8,4.0
US,vendetta,Lijiang Tower,,49.1,4.6
US,vendetta,Colosseo,,48.7,4.3
US,vendetta,New Junk City,,48.1,5.0
US,vendetta,Watchpoint: Gibraltar,,47.5,4.8
US,vendetta,Samoa,,47.1,4.7
US,vendetta,Numbani,,44.6,4.0
US,vendetta,Shambali Monastery,,44.3,5.2
US,vendetta,Esperança,,40.8,4.5
US,vendetta,Dorado,,22.3,3.0
EU,vendetta,Rialto,,66.4,3.8
EU,vendetta,Esperança,,64.5,4.5
EU,vendetta,Oasis,,62.1,5.4
EU,vendetta,Shambali Monastery,,61.6,3.5
EU,vendetta,Colosseo,,60.2,3.7
EU,vendetta,Dorado,,57.3,2.9
EU,vendetta,Havana,,57.2,3.7
EU,vendetta,Runasapi,,56.3,5.2
EU,vendetta,Junkertown,,55.5,4.0
EU,vendetta,Route 66,,55.5,4.3
EU,vendetta,Suravasa,,55.3,5.6
EU,vendetta,New Queen Street,,55.0,2.8
EU,vendetta,King's Row,,54.4,4.8
EU,vendetta,New Junk City,,53.2,6.3
EU,vendetta,Lijiang Tower,,52.3,5.0
EU,vendetta,Ilios,,52.3,4.9
EU,vendetta,Aatlis,,51.7,8.1
EU,vendetta,Samoa,,49.8,5.6
EU,vendetta,Nepal,,49.2,4.5
EU,vendetta,Circuit Royal,,46.9,2.9
EU,vendetta,Numbani,,46.1,3.2
EU,vendetta,Blizzard World,,44.4,2.4
EU,vendetta,Eichenwalde,,42.7,4.1
EU,vendetta,Hollywood,,41.3,4.6
EU,vendetta,Busan,,41.3,4.7
EU,vendetta,Midtown,,36.3,3.7
EU,vendetta,Watchpoint: Gibraltar,,34.3,3.9
EU,vendetta,Paraíso,,19.6,1.4
ASIA,brigitte,Circuit Royal,,58.0,2.2
ASIA,brigitte,Junkertown,,57.0,9.0
ASIA,brigitte,Paraíso,,57.0,7.2
ASIA,brigitte,Esperança,,54.1,9.1
ASIA,brigitte,Numbani,,53.1,9.3
ASIA,brigitte,Samoa,,53.1,8.4
ASIA,brigitte,Watchpoint: Gibraltar,,53.0,13.3
ASIA,brigitte,Ilios,,52.9,11.8
ASIA,brigitte,Shambali Monastery,,51.9,6.4
ASIA,brigitte,Nepal,,51.9,6.0
ASIA,brigitte,Midtown,,51.7,5.7
ASIA,brigitte,Lijiang Tower,,51.3,7.8
ASIA,brigitte,Aatlis,,50.3,10.7
ASIA,brigitte,New Junk City,,49.6,6.0
ASIA,brigitte,Suravasa,,49.6,8.9
ASIA,brigitte,Route 66,,48.2,10.1
ASIA,brigitte,Hollywood,,48.1,8.6
ASIA,brigitte,Oasis,,48.0,9.4
ASIA,brigitte,Runasapi,,47.4,7.5
ASIA,brigitte,Eichenwalde,,46.2,8.2
ASIA,brigitte,Blizzard World,,46.1,7.1
ASIA,brigitte,Rialto,,45.2,8.9
ASIA,brigitte,Busan,,45.1,8.2
ASIA,brigitte,King's Row,,44.4,6.4
ASIA,brigitte,Dorado,,43.8,12.0
ASIA,brigitte,Havana,,41.5,3.5
ASIA,brigitte,New Queen Street,,41.4,7.6
ASIA,brigitte,Colosseo,,39.7,8.2
US,brigitte,Hollywood,,64.1,9.4
US,brigitte,Nepal,,61.9,6.4
US,brigitte,Havana,,61.7,3.2
US,brigitte,Numbani,,55.8,8.9
US,brigitte,Esperança,,55.7,9.1
US,brigitte,Colosseo,,55.0,8.1
US,brigitte,Eichenwalde,,54.9,6.6
US,brigitte,Lijiang Tower,,54.1,6.7
US,brigitte,Rialto,,54.0,5.7
US,brigitte,Route 66,,53.9,10.1
US,brigitte,Aatlis,,53.6,8.6
US,brigitte,Busan,,53.2,9.5
US,brigitte,Samoa,,52.7,8.3
US,brigitte,Suravasa,,52.7,8.3
US,brigitte,Midtown,,50.5,5.2
US,brigitte,New Junk City,,50.4,8.7
US,brigitte,Dorado,,50.0,10.5
US,brigitte,Blizzard World,,48.7,6.4
US,brigitte,New Queen Street,,48.4,8.1
US,brigitte,Runasapi,,48.2,9.1
US,brigitte,Junkertown,,47.3,5.5
US,brigitte,Ilios,,46.7,10.3
US,brigitte,Oasis,,45.6,9.0
US,brigitte,Paraíso,,44.0,8.9
US,brigitte,Circuit Royal,,43.3,2.3
US,brigitte,Shambali Monastery,,43.1,5.9
US,brigitte,King's Row,,41.6,4.5
US,brigitte,Watchpoint: Gibraltar,,41.6,13.8
EU,brigitte,Junkertown,,64.2,5.3
EU,brigitte,Circuit Royal,,58.8,2.2
EU,brigitte,Suravasa,,56.1,8.3
EU,brigitte,Dorado,,54.9,13.7
EU,brigitte,Hollywood,,54.8,8.1
EU,brigitte,New Junk City,,54.4,7.4
EU,brigitte,King's Row,,54.1,5.0
EU,brigitte,Watchpoint: Gibraltar,,53.0,13.9
EU,brigitte,Paraíso,,52.8,7.7
EU,brigitte,Route 66,,52.7,6.9
EU,brigitte,Nepal,,52.2,6.6
EU,brigitte,Busan,,52.1,8.5
EU,brigitte,Rialto,,50.6,6.6
EU,brigitte,New Queen Street,,50.4,7.2
EU,brigitte,Samoa,,50.4,7.7
EU,brigitte,Ilios,,50.3,8.7
EU,brigitte,Oasis,,49.2,9.1
EU,brigitte,Eichenwalde,,47.5,6.9
EU,brigitte,Colosseo,,46.6,6.1
EU,brigitte,Runasapi,,46.6,8.0
EU,brigitte,Esperança,,46.3,7.9
EU,brigitte,Lijiang Tower,,45.4,6.1
EU,brigitte,Havana,,44.8,4.4
EU,brigitte,Aatlis,,42.4,9.9
EU,brigitte,Blizzard World,,40.6,8.1
EU,brigitte,Shambali Monastery,,40.0,4.7
EU,brigitte,Midtown,,39.5,5.6
EU,brigitte,Numbani,,38.8,9.6
ASIA,wreckingball,Eichenwalde,,66.1,6.8
ASIA,wreckingball,Busan,,59.0,8.9
ASIA,wreckingball,Midtown,,58.6,3.8
ASIA,wreckingball,New Junk City,,58.3,3.5
ASIA,wreckingball,Dorado,,57.4,8.0
ASIA,wreckingball,New Queen Street,,54.0,11.1
ASIA,wreckingball,Numbani,,53.6,5.9
ASIA,wreckingball,Oasis,,51.9,7.5
ASIA,wreckingball,Colosseo,,51.7,7.4
ASIA,wreckingball,Havana,,51.3,4.8
ASIA,wreckingball,Nepal,,51.0,7.3
ASIA,wreckingball,Watchpoint: Gibraltar,,50.7,4.7
ASIA,wreckingball,Ilios,,50.2,12.5
ASIA,wreckingball,Samoa,,48.8,6.6
ASIA,wreckingball,Runasapi,,48.5,8.0
ASIA,wreckingball,Route 66,,45.1,6.8
ASIA,wreckingball,Lijiang Tower,,44.7,7.2
ASIA,wreckingball,Aatlis,,44.4,7.2
ASIA,wreckingball,Rialto,,42.9,7.4
ASIA,wreckingball,King's Row,,42.5,3.8
ASIA,wreckingball,Suravasa,,41.3,8.1
ASIA,wreckingball,Hollywood,,41.1,5.5
ASIA,wreckingball,Junkertown,,41.1,8.6
ASIA,wreckingball,Circuit Royal,,38.7,3.3
ASIA,wreckingball,Shambali Monastery,,38.1,5.7
ASIA,wreckingball,Esperança,,37.1,7.7
ASIA,wreckingball,Blizzard World,,36.5,6.7
ASIA,wreckingball,Paraíso,,33.7,15.0
US,wreckingball,Runasapi,,56.9,7.6
US,wreckingball,Numbani,,54.5,10.1
US,wreckingball,Hollywood,,53.8,5.6
US,wreckingball,New Junk City,,53.0,5.6
US,wreckingball,Eichenwalde,,50.4,5.5
US,wreckingball,Dorado,,50.0,6.4
US,wreckingball,Watchpoint: Gibraltar,,50.0,7.5
US,wreckingball,Suravasa,,49.8,8.5
US,wreckingball,Lijiang Tower,,49.5,8.2
US,wreckingball,Aatlis,,49.4,5.6
US,wreckingball,Oasis,,48.8,8.8
US,wreckingball,New Queen Street,,48.4,10.2
US,wreckingball,Esperança,,47.1,9.5
US,wreckingball,Colosseo,,46.7,5.4
US,wreckingball,Circuit Royal,,45.8,3.3
US,wreckingball,Blizzard World,,44.2,8.9
US,wreckingball,Nepal,,41.9,4.8
US,wreckingball,Ilios,,41.9,12.0
US,wreckingball,Busan,,41.2,9.6
US,wreckingball,Junkertown,,40.6,7.5
US,wreckingball,Rialto,,40.3,5.6
US,wreckingball,Samoa,,40.1,7.4
US,wreckingball,Shambali Monastery,,39.4,2.8
US,wreckingball,King's Row,,39.3,3.5
US,wreckingball,Route 66,,38.0,6.1
US,wreckingball,Paraíso,,34.2,8.7
US,wreckingball,Midtown,,33.8,3.5
US,wreckingball,Havana,,30.9,5.4
EU,wreckingball,Blizzard World,,62.1,10.2
EU,wreckingball,Dorado,,61.8,8.2
EU,wreckingball,Route 66,,61.5,6.7
EU,wreckingball,Aatlis,,57.7,8.7
EU,wreckingball,Shambali Monastery,,56.6,5.9
EU,wreckingball,New Queen Street,,52.6,10.1
