region,hero,map_name,map_type,win_rate,pick_rate
EU,wreckingball,Ilios,,51.6,10.5
EU,wreckingball,Paraíso,,50.5,10.0
EU,wreckingball,Junkertown,,50.1,10.2
EU,wreckingball,Lijiang Tower,,50.0,9.6
EU,wreckingball,Numbani,,49.8,10.0
EU,wreckingball,Suravasa,,49.6,10.6
EU,wreckingball,Colosseo,,49.3,8.5
EU,wreckingball,Midtown,,47.2,5.3
EU,wreckingball,Watchpoint: Gibraltar,,46.9,12.2
EU,wreckingball,Oasis,,46.6,7.1
EU,wreckingball,New Junk City,,46.5,7.6
EU,wreckingball,Rialto,,46.2,6.4
EU,wreckingball,Eichenwalde,,45.8,7.6
EU,wreckingball,Samoa,,45.8,7.9
EU,wreckingball,Busan,,45.2,9.3
EU,wreckingball,Runasapi,,44.5,8.1
EU,wreckingball,Nepal,,44.1,8.9
EU,wreckingball,Esperança,,42.4,8.8
EU,wreckingball,King's Row,,42.0,5.2
EU,wreckingball,Hollywood,,41.1,6.9
EU,wreckingball,Circuit Royal,,37.3,5.3
EU,wreckingball,Havana,,17.3,4.4
ASIA,hazard,Route 66,,61.1,4.3
ASIA,hazard,Numbani,,60.2,6.7
ASIA,hazard,Ilios,,60.1,7.9
ASIA,hazard,Watchpoint: Gibraltar,,59.7,8.3
ASIA,hazard,Aatlis,,57.8,7.7
ASIA,hazard,Shambali Monastery,,57.4,3.0
ASIA,hazard,Colosseo,,57.3,4.1
ASIA,hazard,Hollywood,,57.0,4.5
ASIA,hazard,Busan,,56.4,5.8
ASIA,hazard,New Queen Street,,55.8,5.2
ASIA,hazard,Esperança,,54.5,5.6
ASIA,hazard,Lijiang Tower,,54.5,5.6
ASIA,hazard,Oasis,,54.1,7.1
ASIA,hazard,Samoa,,53.9,6.4
ASIA,hazard,Circuit Royal,,53.6,1.0
ASIA,hazard,King's Row,,53.4,3.8
ASIA,hazard,Eichenwalde,,52.9,3.5
ASIA,hazard,New Junk City,,52.3,6.6
ASIA,hazard,Nepal,,50.3,4.5
ASIA,hazard,Suravasa,,49.6,5.4
ASIA,hazard,Runasapi,,49.2,5.6
ASIA,hazard,Blizzard World,,47.3,3.2
ASIA,hazard,Rialto,,47.0,5.2
ASIA,hazard,Junkertown,,40.8,0.6
ASIA,hazard,Paraíso,,33.1,4.9
ASIA,hazard,Dorado,,33.0,5.1
ASIA,hazard,Havana,,20.8,2.2
ASIA,hazard,Midtown,,12.3,1.4
US,hazard,Route 66,,63.4,5.7
US,hazard,Rialto,,60.4,5.6
US,hazard,Busan,,58.0,5.6
US,hazard,Ilios,,56.7,10.1
US,hazard,Shambali Monastery,,56.4,2.9
US,hazard,Havana,,56.0,1.9
US,hazard,Suravasa,,55.3,5.9
US,hazard,Oasis,,54.8,7.5
US,hazard,Aatlis,,53.9,7.4
US,hazard,Samoa,,53.5,4.4
US,hazard,Midtown,,53.2,2.6
US,hazard,New Junk City,,52.6,4.5
US,hazard,Junkertown,,52.0,2.9
US,hazard,Watchpoint: Gibraltar,,51.9,11.5
US,hazard,Esperança,,51.6,5.5
US,hazard,Nepal,,51.2,5.5
US,hazard,Colosseo,,50.3,5.3
US,hazard,Eichenwalde,,49.6,5.1
US,hazard,Hollywood,,49.3,6.2
US,hazard,Runasapi,,49.3,5.8
US,hazard,New Queen Street,,48.8,5.5
US,hazard,Lijiang Tower,,47.1,4.1
US,hazard,Dorado,,44.4,12.5
US,hazard,King's Row,,38.7,3.9
US,hazard,Paraíso,,38.5,9.8
US,hazard,Numbani,,38.3,11.8
US,hazard,Blizzard World,,31.2,4.4
US,hazard,Circuit Royal,,29.5,1.4
EU,hazard,Shambali Monastery,,66.3,6.5
EU,hazard,New Junk City,,62.3,8.2
EU,hazard,Paraíso,,61.9,14.8
EU,hazard,King's Row,,59.8,5.2
EU,hazard,Route 66,,59.3,10.9
EU,hazard,Runasapi,,58.7,8.4
EU,hazard,Aatlis,,58.3,11.9
EU,hazard,Samoa,,57.4,8.0
EU,hazard,Ilios,,56.7,12.7
EU,hazard,Oasis,,56.1,8.3
EU,hazard,New Queen Street,,55.9,8.5
EU,hazard,Nepal,,55.7,9.7
EU,hazard,Lijiang Tower,,55.2,8.8
EU,hazard,Suravasa,,54.9,9.8
EU,hazard,Colosseo,,54.7,9.2
EU,hazard,Midtown,,54.7,6.1
EU,hazard,Eichenwalde,,54.6,6.7
EU,hazard,Watchpoint: Gibraltar,,54.2,12.9
EU,hazard,Dorado,,53.4,14.7
EU,hazard,Busan,,52.5,9.9
EU,hazard,Esperança,,51.7,9.0
EU,hazard,Hollywood,,50.6,8.0
EU,hazard,Numbani,,50.5,10.6
EU,hazard,Havana,,48.4,2.9
EU,hazard,Rialto,,41.4,8.1
EU,hazard,Junkertown,,38.8,5.8
EU,hazard,Blizzard World,,38.5,5.5
EU,hazard,Circuit Royal,,28.1,2.2
ASIA,junkerqueen,Circuit Royal,,99.5,0.1
ASIA,junkerqueen,Watchpoint: Gibraltar,,84.1,0.4
ASIA,junkerqueen,New Junk City,,71.7,1.6
ASIA,junkerqueen,Suravasa,,65.4,1.7
ASIA,junkerqueen,Runasapi,,63.9,0.6
ASIA,junkerqueen,Ilios,,63.0,0.9
ASIA,junkerqueen,Eichenwalde,,59.5,1.5
ASIA,junkerqueen,Esperança,,54.7,1.3
ASIA,junkerqueen,King's Row,,54.2,0.8
ASIA,junkerqueen,Colosseo,,51.5,1.4
ASIA,junkerqueen,New Queen Street,,50.9,1.2
ASIA,junkerqueen,Hollywood,,49.3,0.6
ASIA,junkerqueen,Nepal,,45.6,1.5
ASIA,junkerqueen,Numbani,,40.6,1.0
ASIA,junkerqueen,Aatlis,,38.3,2.4
ASIA,junkerqueen,Lijiang Tower,,37.5,1.1
ASIA,junkerqueen,Dorado,,33.2,0.9
ASIA,junkerqueen,Rialto,,31.8,0.5
ASIA,junkerqueen,Samoa,,30.9,1.2
ASIA,junkerqueen,Shambali Monastery,,19.8,1.2
ASIA,junkerqueen,Junkertown,,18.3,0.2
ASIA,junkerqueen,Busan,,17.1,0.7
ASIA,junkerqueen,Oasis,,17.0,0.9
ASIA,junkerqueen,Paraíso,,0.0,0.0
ASIA,junkerqueen,Midtown,,0.0,0.1
ASIA,junkerqueen,Blizzard World,,0.0,0.1
ASIA,junkerqueen,Route 66,,0.0,0.2
US,junkerqueen,Midtown,,74.3,2.5
US,junkerqueen,Dorado,,72.0,1.3
US,junkerqueen,Route 66,,63.3,2.3
US,junkerqueen,Aatlis,,60.0,5.7
US,junkerqueen,Oasis,,59.3,5.0
US,junkerqueen,Paraíso,,58.7,2.5
US,junkerqueen,Rialto,,58.6,2.6
US,junkerqueen,Junkertown,,56.1,2.7
US,junkerqueen,Hollywood,,52.0,2.3
US,junkerqueen,New Junk City,,49.9,8.2
US,junkerqueen,Shambali Monastery,,48.9,2.1
US,junkerqueen,Ilios,,48.9,3.8
US,junkerqueen,Colosseo,,48.0,5.1
US,junkerqueen,Suravasa,,47.5,5.7
US,junkerqueen,Blizzard World,,47.4,3.8
US,junkerqueen,Lijiang Tower,,46.4,4.1
US,junkerqueen,Nepal,,46.2,4.8
US,junkerqueen,Busan,,45.6,3.7
US,junkerqueen,Watchpoint: Gibraltar,,43.6,2.3
US,junkerqueen,New Queen Street,,42.5,3.5
US,junkerqueen,King's Row,,42.4,4.2
US,junkerqueen,Samoa,,40.5,3.8
US,junkerqueen,Runasapi,,40.0,4.3
US,junkerqueen,Esperança,,38.8,3.5
US,junkerqueen,Eichenwalde,,38.4,2.8
US,junkerqueen,Havana,,29.4,0.8
US,junkerqueen,Circuit Royal,,12.9,1.0
US,junkerqueen,Numbani,,2.0,1.2
EU,junkerqueen,Watchpoint: Gibraltar,,59.9,1.7
EU,junkerqueen,Route 66,,58.7,2.6
EU,junkerqueen,Junkertown,,56.9,2.2
EU,junkerqueen,Esperança,,55.5,4.4
EU,junkerqueen,Ilios,,53.6,4.0
EU,junkerqueen,Hollywood,,52.9,3.5
EU,junkerqueen,Busan,,52.4,5.7
EU,junkerqueen,Eichenwalde,,51.6,3.4
EU,junkerqueen,Midtown,,51.3,2.5
EU,junkerqueen,New Queen Street,,50.4,3.8
EU,junkerqueen,Lijiang Tower,,49.7,4.7
EU,junkerqueen,Aatlis,,47.9,5.9
EU,junkerqueen,King's Row,,47.3,3.4
EU,junkerqueen,Nepal,,46.5,4.1
EU,junkerqueen,New Junk City,,46.3,6.5
EU,junkerqueen,Runasapi,,46.2,4.3
EU,junkerqueen,Colosseo,,44.3,4.5
EU,junkerqueen,Oasis,,43.6,5.1
EU,junkerqueen,Samoa,,42.2,4.6
EU,junkerqueen,Dorado,,38.3,1.9
EU,junkerqueen,Circuit Royal,,37.3,1.6
EU,junkerqueen,Suravasa,,36.7,5.8
EU,junkerqueen,Shambali Monastery,,35.9,3.7
EU,junkerqueen,Rialto,,34.2,2.7
EU,junkerqueen,Numbani,,34.1,1.2
EU,junkerqueen,Blizzard World,,31.7,2.6
EU,junkerqueen,Paraíso,,20.4,2.4
EU,junkerqueen,Havana,,18.1,1.3
